ccode;cname;year;ccode_qog;cname_qog;ccodealp;ccodecow;cname_year;ccodealp_year;wdi_povgap365
250,00;France;1970;250;France (1963-);FRA;220,00;France (1963-) 1970;FRA70;0,10
250,00;France;1975;250;France (1963-);FRA;220,00;France (1963-) 1975;FRA75;0,30
250,00;France;1979;250;France (1963-);FRA;220,00;France (1963-) 1979;FRA79;0,20
250,00;France;1984;250;France (1963-);FRA;220,00;France (1963-) 1984;FRA84;0,30
250,00;France;1990;250;France (1963-);FRA;220,00;France (1963-) 1990;FRA90;0,10
250,00;France;1996;250;France (1963-);FRA;220,00;France (1963-) 1996;FRA96;0,10
250,00;France;1997;250;France (1963-);FRA;220,00;France (1963-) 1997;FRA97;0,10
250,00;France;1998;250;France (1963-);FRA;220,00;France (1963-) 1998;FRA98;0,00
250,00;France;1999;250;France (1963-);FRA;220,00;France (1963-) 1999;FRA99;0,10
250,00;France;2000;250;France (1963-);FRA;220,00;France (1963-) 2000;FRA00;0,10
250,00;France;2001;250;France (1963-);FRA;220,00;France (1963-) 2001;FRA01;0,00
250,00;France;2002;250;France (1963-);FRA;220,00;France (1963-) 2002;FRA02;0,00
250,00;France;2003;250;France (1963-);FRA;220,00;France (1963-) 2003;FRA03;0,10
250,00;France;2004;250;France (1963-);FRA;220,00;France (1963-) 2004;FRA04;0,00
250,00;France;2005;250;France (1963-);FRA;220,00;France (1963-) 2005;FRA05;0,00
250,00;France;2006;250;France (1963-);FRA;220,00;France (1963-) 2006;FRA06;0,00
250,00;France;2007;250;France (1963-);FRA;220,00;France (1963-) 2007;FRA07;0,00
250,00;France;2008;250;France (1963-);FRA;220,00;France (1963-) 2008;FRA08;0,00
250,00;France;2009;250;France (1963-);FRA;220,00;France (1963-) 2009;FRA09;0,10
250,00;France;2010;250;France (1963-);FRA;220,00;France (1963-) 2010;FRA10;0,10
250,00;France;2011;250;France (1963-);FRA;220,00;France (1963-) 2011;FRA11;0,00
250,00;France;2012;250;France (1963-);FRA;220,00;France (1963-) 2012;FRA12;0,00
250,00;France;2013;250;France (1963-);FRA;220,00;France (1963-) 2013;FRA13;0,10
250,00;France;2014;250;France (1963-);FRA;220,00;France (1963-) 2014;FRA14;0,00
250,00;France;2015;250;France (1963-);FRA;220,00;France (1963-) 2015;FRA15;0,10
250,00;France;2016;250;France (1963-);FRA;220,00;France (1963-) 2016;FRA16;0,10
250,00;France;2017;250;France (1963-);FRA;220,00;France (1963-) 2017;FRA17;0,00
250,00;France;2018;250;France (1963-);FRA;220,00;France (1963-) 2018;FRA18;0,00
250,00;France;2019;250;France (1963-);FRA;220,00;France (1963-) 2019;FRA19;0,00
250,00;France;2020;250;France (1963-);FRA;220,00;France (1963-) 2020;FRA20;0,10
250,00;France;2021;250;France (1963-);FRA;220,00;France (1963-) 2021;FRA21;0,10
262,00;Djibouti;2002;262;Djibouti;DJI;522,00;Djibouti 2002;DJI02;19,60
262,00;Djibouti;2012;262;Djibouti;DJI;522,00;Djibouti 2012;DJI12;17,70
262,00;Djibouti;2013;262;Djibouti;DJI;522,00;Djibouti 2013;DJI13;19,80
262,00;Djibouti;2017;262;Djibouti;DJI;522,00;Djibouti 2017;DJI17;16,50
266,00;Gabon;2005;266;Gabon;GAB;481,00;Gabon 2005;GAB05;6,00
266,00;Gabon;2017;266;Gabon;GAB;481,00;Gabon 2017;GAB17;2,50
268,00;Georgia;1996;268;Georgia;GEO;372,00;Georgia 1996;GEO96;6,20
268,00;Georgia;1997;268;Georgia;GEO;372,00;Georgia 1997;GEO97;16,20
268,00;Georgia;1998;268;Georgia;GEO;372,00;Georgia 1998;GEO98;15,30
268,00;Georgia;1999;268;Georgia;GEO;372,00;Georgia 1999;GEO99;18,50
268,00;Georgia;2000;268;Georgia;GEO;372,00;Georgia 2000;GEO00;19,80
268,00;Georgia;2001;268;Georgia;GEO;372,00;Georgia 2001;GEO01;20,30
268,00;Georgia;2002;268;Georgia;GEO;372,00;Georgia 2002;GEO02;12,00
268,00;Georgia;2003;268;Georgia;GEO;372,00;Georgia 2003;GEO03;12,20
268,00;Georgia;2004;268;Georgia;GEO;372,00;Georgia 2004;GEO04;11,30
268,00;Georgia;2005;268;Georgia;GEO;372,00;Georgia 2005;GEO05;12,20
268,00;Georgia;2006;268;Georgia;GEO;372,00;Georgia 2006;GEO06;12,10
268,00;Georgia;2007;268;Georgia;GEO;372,00;Georgia 2007;GEO07;13,00
268,00;Georgia;2008;268;Georgia;GEO;372,00;Georgia 2008;GEO08;11,60
268,00;Georgia;2009;268;Georgia;GEO;372,00;Georgia 2009;GEO09;11,50
268,00;Georgia;2010;268;Georgia;GEO;372,00;Georgia 2010;GEO10;12,80
268,00;Georgia;2011;268;Georgia;GEO;372,00;Georgia 2011;GEO11;12,00
268,00;Georgia;2012;268;Georgia;GEO;372,00;Georgia 2012;GEO12;10,00
268,00;Georgia;2013;268;Georgia;GEO;372,00;Georgia 2013;GEO13;7,90
268,00;Georgia;2014;268;Georgia;GEO;372,00;Georgia 2014;GEO14;6,40
268,00;Georgia;2015;268;Georgia;GEO;372,00;Georgia 2015;GEO15;5,50
268,00;Georgia;2016;268;Georgia;GEO;372,00;Georgia 2016;GEO16;5,60
268,00;Georgia;2017;268;Georgia;GEO;372,00;Georgia 2017;GEO17;6,00
268,00;Georgia;2018;268;Georgia;GEO;372,00;Georgia 2018;GEO18;5,80
268,00;Georgia;2019;268;Georgia;GEO;372,00;Georgia 2019;GEO19;5,20
268,00;Georgia;2020;268;Georgia;GEO;372,00;Georgia 2020;GEO20;6,20
268,00;Georgia;2021;268;Georgia;GEO;372,00;Georgia 2021;GEO21;5,50
268,00;Georgia;2022;268;Georgia;GEO;372,00;Georgia 2022;GEO22;4,30
270,00;Gambia (the);1998;270;Gambia;GMB;420,00;Gambia 1998;GMB98;57,00
270,00;Gambia (the);2003;270;Gambia;GMB;420,00;Gambia 2003;GMB03;37,90
270,00;Gambia (the);2010;270;Gambia;GMB;420,00;Gambia 2010;GMB10;24,10
270,00;Gambia (the);2015;270;Gambia;GMB;420,00;Gambia 2015;GMB15;13,60
270,00;Gambia (the);2020;270;Gambia;GMB;420,00;Gambia 2020;GMB20;16,00
276,00;Germany;1991;276;Germany;DEU;255,00;Germany 1991;DEU91;0,00
276,00;Germany;1992;276;Germany;DEU;255,00;Germany 1992;DEU92;0,10
276,00;Germany;1993;276;Germany;DEU;255,00;Germany 1993;DEU93;0,00
276,00;Germany;1994;276;Germany;DEU;255,00;Germany 1994;DEU94;0,20
276,00;Germany;1995;276;Germany;DEU;255,00;Germany 1995;DEU95;0,10
276,00;Germany;1996;276;Germany;DEU;255,00;Germany 1996;DEU96;0,00
276,00;Germany;1997;276;Germany;DEU;255,00;Germany 1997;DEU97;0,10
276,00;Germany;1998;276;Germany;DEU;255,00;Germany 1998;DEU98;0,00
276,00;Germany;1999;276;Germany;DEU;255,00;Germany 1999;DEU99;0,00
276,00;Germany;2000;276;Germany;DEU;255,00;Germany 2000;DEU00;0,00
276,00;Germany;2001;276;Germany;DEU;255,00;Germany 2001;DEU01;0,00
276,00;Germany;2002;276;Germany;DEU;255,00;Germany 2002;DEU02;0,00
276,00;Germany;2003;276;Germany;DEU;255,00;Germany 2003;DEU03;0,10
276,00;Germany;2004;276;Germany;DEU;255,00;Germany 2004;DEU04;0,00
276,00;Germany;2005;276;Germany;DEU;255,00;Germany 2005;DEU05;0,00
276,00;Germany;2006;276;Germany;DEU;255,00;Germany 2006;DEU06;0,00
276,00;Germany;2007;276;Germany;DEU;255,00;Germany 2007;DEU07;0,00
276,00;Germany;2008;276;Germany;DEU;255,00;Germany 2008;DEU08;0,00
276,00;Germany;2009;276;Germany;DEU;255,00;Germany 2009;DEU09;0,00
276,00;Germany;2010;276;Germany;DEU;255,00;Germany 2010;DEU10;0,10
276,00;Germany;2011;276;Germany;DEU;255,00;Germany 2011;DEU11;0,00
276,00;Germany;2012;276;Germany;DEU;255,00;Germany 2012;DEU12;0,00
276,00;Germany;2013;276;Germany;DEU;255,00;Germany 2013;DEU13;0,00
276,00;Germany;2014;276;Germany;DEU;255,00;Germany 2014;DEU14;0,00
276,00;Germany;2015;276;Germany;DEU;255,00;Germany 2015;DEU15;0,00
276,00;Germany;2016;276;Germany;DEU;255,00;Germany 2016;DEU16;0,00
276,00;Germany;2017;276;Germany;DEU;255,00;Germany 2017;DEU17;0,20
276,00;Germany;2018;276;Germany;DEU;255,00;Germany 2018;DEU18;0,10
276,00;Germany;2019;276;Germany;DEU;255,00;Germany 2019;DEU19;0,20
276,00;Germany;2020;276;Germany;DEU;255,00;Germany 2020;DEU20;0,20
288,00;Ghana;1987;288;Ghana;GHA;452,00;Ghana 1987;GHA87;43,80
288,00;Ghana;1988;288;Ghana;GHA;452,00;Ghana 1988;GHA88;43,10
288,00;Ghana;1991;288;Ghana;GHA;452,00;Ghana 1991;GHA91;47,50
288,00;Ghana;1998;288;Ghana;GHA;452,00;Ghana 1998;GHA98;40,90
288,00;Ghana;2005;288;Ghana;GHA;452,00;Ghana 2005;GHA05;33,30
288,00;Ghana;2012;288;Ghana;GHA;452,00;Ghana 2012;GHA12;21,20
288,00;Ghana;2016;288;Ghana;GHA;452,00;Ghana 2016;GHA16;20,70
296,00;Kiribati;2006;296;Kiribati;KIR;946,00;Kiribati 2006;KIR06;12,40
296,00;Kiribati;2019;296;Kiribati;KIR;946,00;Kiribati 2019;KIR19;3,80
300,00;Greece;1995;300;Greece;GRC;350,00;Greece 1995;GRC95;1,40
300,00;Greece;2000;300;Greece;GRC;350,00;Greece 2000;GRC00;0,50
300,00;Greece;2003;300;Greece;GRC;350,00;Greece 2003;GRC03;0,50
300,00;Greece;2004;300;Greece;GRC;350,00;Greece 2004;GRC04;0,60
300,00;Greece;2005;300;Greece;GRC;350,00;Greece 2005;GRC05;0,30
300,00;Greece;2006;300;Greece;GRC;350,00;Greece 2006;GRC06;0,50
300,00;Greece;2007;300;Greece;GRC;350,00;Greece 2007;GRC07;0,50
300,00;Greece;2008;300;Greece;GRC;350,00;Greece 2008;GRC08;0,30
300,00;Greece;2009;300;Greece;GRC;350,00;Greece 2009;GRC09;0,50
300,00;Greece;2010;300;Greece;GRC;350,00;Greece 2010;GRC10;0,80
300,00;Greece;2011;300;Greece;GRC;350,00;Greece 2011;GRC11;1,10
300,00;Greece;2012;300;Greece;GRC;350,00;Greece 2012;GRC12;1,30
300,00;Greece;2013;300;Greece;GRC;350,00;Greece 2013;GRC13;0,90
300,00;Greece;2014;300;Greece;GRC;350,00;Greece 2014;GRC14;1,30
300,00;Greece;2015;300;Greece;GRC;350,00;Greece 2015;GRC15;1,30
300,00;Greece;2016;300;Greece;GRC;350,00;Greece 2016;GRC16;0,90
300,00;Greece;2017;300;Greece;GRC;350,00;Greece 2017;GRC17;0,70
300,00;Greece;2018;300;Greece;GRC;350,00;Greece 2018;GRC18;0,10
300,00;Greece;2019;300;Greece;GRC;350,00;Greece 2019;GRC19;0,70
300,00;Greece;2020;300;Greece;GRC;350,00;Greece 2020;GRC20;0,70
300,00;Greece;2021;300;Greece;GRC;350,00;Greece 2021;GRC21;0,50
308,00;Grenada;2018;308;Grenada;GRD;55,00;Grenada 2018;GRD18;0,30
320,00;Guatemala;1986;320;Guatemala;GTM;90,00;Guatemala 1986;GTM86;39,30
320,00;Guatemala;1989;320;Guatemala;GTM;90,00;Guatemala 1989;GTM89;29,90
320,00;Guatemala;1998;320;Guatemala;GTM;90,00;Guatemala 1998;GTM98;12,00
320,00;Guatemala;2000;320;Guatemala;GTM;90,00;Guatemala 2000;GTM00;8,80
320,00;Guatemala;2006;320;Guatemala;GTM;90,00;Guatemala 2006;GTM06;10,00
320,00;Guatemala;2014;320;Guatemala;GTM;90,00;Guatemala 2014;GTM14;8,80
324,00;Guinea;1991;324;Guinea;GIN;438,00;Guinea 1991;GIN91;71,30
324,00;Guinea;1994;324;Guinea;GIN;438,00;Guinea 1994;GIN94;31,40
324,00;Guinea;2002;324;Guinea;GIN;438,00;Guinea 2002;GIN02;40,20
324,00;Guinea;2007;324;Guinea;GIN;438,00;Guinea 2007;GIN07;35,90
324,00;Guinea;2012;324;Guinea;GIN;438,00;Guinea 2012;GIN12;21,80
324,00;Guinea;2018;324;Guinea;GIN;438,00;Guinea 2018;GIN18;14,30
328,00;Guyana;1992;328;Guyana;GUY;110,00;Guyana 1992;GUY92;24,10
328,00;Guyana;1998;328;Guyana;GUY;110,00;Guyana 1998;GUY98;10,50
332,00;Haiti;2012;332;Haiti;HTI;41,00;Haiti 2012;HTI12;24,10
340,00;Honduras;1989;340;Honduras;HND;91,00;Honduras 1989;HND89;31,30
340,00;Honduras;1990;340;Honduras;HND;91,00;Honduras 1990;HND90;33,20
340,00;Honduras;1991;340;Honduras;HND;91,00;Honduras 1991;HND91;24,80
340,00;Honduras;1992;340;Honduras;HND;91,00;Honduras 1992;HND92;21,40
340,00;Honduras;1993;340;Honduras;HND;91,00;Honduras 1993;HND93;18,30
340,00;Honduras;1994;340;Honduras;HND;91,00;Honduras 1994;HND94;19,90
340,00;Honduras;1995;340;Honduras;HND;91,00;Honduras 1995;HND95;20,80
340,00;Honduras;1996;340;Honduras;HND;91,00;Honduras 1996;HND96;23,50
340,00;Honduras;1997;340;Honduras;HND;91,00;Honduras 1997;HND97;16,00
340,00;Honduras;1998;340;Honduras;HND;91,00;Honduras 1998;HND98;20,50
340,00;Honduras;1999;340;Honduras;HND;91,00;Honduras 1999;HND99;20,60
340,00;Honduras;2001;340;Honduras;HND;91,00;Honduras 2001;HND01;16,00
340,00;Honduras;2002;340;Honduras;HND;91,00;Honduras 2002;HND02;17,90
340,00;Honduras;2003;340;Honduras;HND;91,00;Honduras 2003;HND03;21,30
340,00;Honduras;2004;340;Honduras;HND;91,00;Honduras 2004;HND04;20,60
340,00;Honduras;2005;340;Honduras;HND;91,00;Honduras 2005;HND05;20,50
340,00;Honduras;2006;340;Honduras;HND;91,00;Honduras 2006;HND06;17,40
340,00;Honduras;2007;340;Honduras;HND;91,00;Honduras 2007;HND07;13,00
340,00;Honduras;2008;340;Honduras;HND;91,00;Honduras 2008;HND08;12,60
340,00;Honduras;2009;340;Honduras;HND;91,00;Honduras 2009;HND09;10,40
340,00;Honduras;2010;340;Honduras;HND;91,00;Honduras 2010;HND10;11,30
340,00;Honduras;2011;340;Honduras;HND;91,00;Honduras 2011;HND11;12,00
340,00;Honduras;2012;340;Honduras;HND;91,00;Honduras 2012;HND12;14,40
340,00;Honduras;2013;340;Honduras;HND;91,00;Honduras 2013;HND13;12,20
340,00;Honduras;2014;340;Honduras;HND;91,00;Honduras 2014;HND14;11,40
340,00;Honduras;2015;340;Honduras;HND;91,00;Honduras 2015;HND15;11,10
340,00;Honduras;2016;340;Honduras;HND;91,00;Honduras 2016;HND16;12,00
340,00;Honduras;2017;340;Honduras;HND;91,00;Honduras 2017;HND17;11,40
340,00;Honduras;2018;340;Honduras;HND;91,00;Honduras 2018;HND18;11,60
340,00;Honduras;2019;340;Honduras;HND;91,00;Honduras 2019;HND19;10,80
348,00;Hungary;2004;348;Hungary;HUN;310,00;Hungary 2004;HUN04;0,10
348,00;Hungary;2005;348;Hungary;HUN;310,00;Hungary 2005;HUN05;0,60
348,00;Hungary;2006;348;Hungary;HUN;310,00;Hungary 2006;HUN06;0,10
348,00;Hungary;2007;348;Hungary;HUN;310,00;Hungary 2007;HUN07;0,10
348,00;Hungary;2008;348;Hungary;HUN;310,00;Hungary 2008;HUN08;0,00
348,00;Hungary;2009;348;Hungary;HUN;310,00;Hungary 2009;HUN09;0,10
348,00;Hungary;2010;348;Hungary;HUN;310,00;Hungary 2010;HUN10;0,10
348,00;Hungary;2011;348;Hungary;HUN;310,00;Hungary 2011;HUN11;0,10
348,00;Hungary;2012;348;Hungary;HUN;310,00;Hungary 2012;HUN12;0,30
348,00;Hungary;2013;348;Hungary;HUN;310,00;Hungary 2013;HUN13;0,20
348,00;Hungary;2014;348;Hungary;HUN;310,00;Hungary 2014;HUN14;0,60
348,00;Hungary;2015;348;Hungary;HUN;310,00;Hungary 2015;HUN15;0,60
348,00;Hungary;2016;348;Hungary;HUN;310,00;Hungary 2016;HUN16;1,10
348,00;Hungary;2017;348;Hungary;HUN;310,00;Hungary 2017;HUN17;0,60
348,00;Hungary;2018;348;Hungary;HUN;310,00;Hungary 2018;HUN18;0,20
348,00;Hungary;2019;348;Hungary;HUN;310,00;Hungary 2019;HUN19;0,30
348,00;Hungary;2020;348;Hungary;HUN;310,00;Hungary 2020;HUN20;0,40
348,00;Hungary;2021;348;Hungary;HUN;310,00;Hungary 2021;HUN21;0,40
352,00;Iceland;2003;352;Iceland;ISL;395,00;Iceland 2003;ISL03;0,00
352,00;Iceland;2004;352;Iceland;ISL;395,00;Iceland 2004;ISL04;0,10
352,00;Iceland;2005;352;Iceland;ISL;395,00;Iceland 2005;ISL05;0,00
352,00;Iceland;2006;352;Iceland;ISL;395,00;Iceland 2006;ISL06;0,10
352,00;Iceland;2007;352;Iceland;ISL;395,00;Iceland 2007;ISL07;0,10
352,00;Iceland;2008;352;Iceland;ISL;395,00;Iceland 2008;ISL08;0,10
352,00;Iceland;2009;352;Iceland;ISL;395,00;Iceland 2009;ISL09;0,10
352,00;Iceland;2010;352;Iceland;ISL;395,00;Iceland 2010;ISL10;0,10
352,00;Iceland;2011;352;Iceland;ISL;395,00;Iceland 2011;ISL11;0,10
352,00;Iceland;2012;352;Iceland;ISL;395,00;Iceland 2012;ISL12;0,00
352,00;Iceland;2013;352;Iceland;ISL;395,00;Iceland 2013;ISL13;0,10
352,00;Iceland;2014;352;Iceland;ISL;395,00;Iceland 2014;ISL14;0,00
352,00;Iceland;2015;352;Iceland;ISL;395,00;Iceland 2015;ISL15;0,00
352,00;Iceland;2016;352;Iceland;ISL;395,00;Iceland 2016;ISL16;0,00
352,00;Iceland;2017;352;Iceland;ISL;395,00;Iceland 2017;ISL17;0,00
356,00;India;1977;356;India;IND;750,00;India 1977;IND77;45,60
356,00;India;1983;356;India;IND;750,00;India 1983;IND83;41,40
356,00;India;1987;356;India;IND;750,00;India 1987;IND87;37,80
356,00;India;1993;356;India;IND;750,00;India 1993;IND93;35,90
356,00;India;2004;356;India;IND;750,00;India 2004;IND04;31,50
356,00;India;2009;356;India;IND;750,00;India 2009;IND09;27,50
356,00;India;2011;356;India;IND;750,00;India 2011;IND11;21,20
356,00;India;2015;356;India;IND;750,00;India 2015;IND15;19,10
356,00;India;2016;356;India;IND;750,00;India 2016;IND16;18,70
356,00;India;2017;356;India;IND;750,00;India 2017;IND17;15,70
356,00;India;2018;356;India;IND;750,00;India 2018;IND18;13,10
356,00;India;2019;356;India;IND;750,00;India 2019;IND19;13,40
356,00;India;2020;356;India;IND;750,00;India 2020;IND20;15,20
356,00;India;2021;356;India;IND;750,00;India 2021;IND21;13,30
360,00;Indonesia;1984;360;Indonesia;IDN;850,00;Indonesia 1984;IDN84;52,80
360,00;Indonesia;1987;360;Indonesia;IDN;850,00;Indonesia 1987;IDN87;52,10
360,00;Indonesia;1990;360;Indonesia;IDN;850,00;Indonesia 1990;IDN90;43,80
360,00;Indonesia;1993;360;Indonesia;IDN;850,00;Indonesia 1993;IDN93;43,30
360,00;Indonesia;1996;360;Indonesia;IDN;850,00;Indonesia 1996;IDN96;36,30
360,00;Indonesia;1998;360;Indonesia;IDN;850,00;Indonesia 1998;IDN98;47,80
360,00;Indonesia;1999;360;Indonesia;IDN;850,00;Indonesia 1999;IDN99;33,80
360,00;Indonesia;2000;360;Indonesia;IDN;850,00;Indonesia 2000;IDN00;33,60
360,00;Indonesia;2001;360;Indonesia;IDN;850,00;Indonesia 2001;IDN01;31,50
360,00;Indonesia;2002;360;Indonesia;IDN;850,00;Indonesia 2002;IDN02;22,40
360,00;Indonesia;2003;360;Indonesia;IDN;850,00;Indonesia 2003;IDN03;21,90
360,00;Indonesia;2004;360;Indonesia;IDN;850,00;Indonesia 2004;IDN04;22,30
360,00;Indonesia;2005;360;Indonesia;IDN;850,00;Indonesia 2005;IDN05;19,90
360,00;Indonesia;2006;360;Indonesia;IDN;850,00;Indonesia 2006;IDN06;23,30
360,00;Indonesia;2007;360;Indonesia;IDN;850,00;Indonesia 2007;IDN07;20,20
360,00;Indonesia;2008;360;Indonesia;IDN;850,00;Indonesia 2008;IDN08;18,50
360,00;Indonesia;2009;360;Indonesia;IDN;850,00;Indonesia 2009;IDN09;18,60
360,00;Indonesia;2010;360;Indonesia;IDN;850,00;Indonesia 2010;IDN10;16,40
360,00;Indonesia;2011;360;Indonesia;IDN;850,00;Indonesia 2011;IDN11;14,90
360,00;Indonesia;2012;360;Indonesia;IDN;850,00;Indonesia 2012;IDN12;12,60
360,00;Indonesia;2013;360;Indonesia;IDN;850,00;Indonesia 2013;IDN13;12,80
360,00;Indonesia;2014;360;Indonesia;IDN;850,00;Indonesia 2014;IDN14;12,10
360,00;Indonesia;2015;360;Indonesia;IDN;850,00;Indonesia 2015;IDN15;10,50
360,00;Indonesia;2016;360;Indonesia;IDN;850,00;Indonesia 2016;IDN16;8,90
360,00;Indonesia;2017;360;Indonesia;IDN;850,00;Indonesia 2017;IDN17;6,30
360,00;Indonesia;2018;360;Indonesia;IDN;850,00;Indonesia 2018;IDN18;6,20
360,00;Indonesia;2019;360;Indonesia;IDN;850,00;Indonesia 2019;IDN19;5,40
360,00;Indonesia;2020;360;Indonesia;IDN;850,00;Indonesia 2020;IDN20;4,90
360,00;Indonesia;2021;360;Indonesia;IDN;850,00;Indonesia 2021;IDN21;4,80
360,00;Indonesia;2022;360;Indonesia;IDN;850,00;Indonesia 2022;IDN22;4,10
360,00;Indonesia;2023;360;Indonesia;IDN;850,00;Indonesia 2023;IDN23;3,60
364,00;Iran (Islamic Republic of);1986;364;Iran;IRN;630,00;Iran 1986;IRN86;8,20
364,00;Iran (Islamic Republic of);1990;364;Iran;IRN;630,00;Iran 1990;IRN90;8,00
364,00;Iran (Islamic Republic of);1994;364;Iran;IRN;630,00;Iran 1994;IRN94;5,00
364,00;Iran (Islamic Republic of);1998;364;Iran;IRN;630,00;Iran 1998;IRN98;4,90
364,00;Iran (Islamic Republic of);2005;364;Iran;IRN;630,00;Iran 2005;IRN05;1,40
364,00;Iran (Islamic Republic of);2006;364;Iran;IRN;630,00;Iran 2006;IRN06;1,30
364,00;Iran (Islamic Republic of);2009;364;Iran;IRN;630,00;Iran 2009;IRN09;1,70
364,00;Iran (Islamic Republic of);2011;364;Iran;IRN;630,00;Iran 2011;IRN11;0,70
364,00;Iran (Islamic Republic of);2012;364;Iran;IRN;630,00;Iran 2012;IRN12;0,50
364,00;Iran (Islamic Republic of);2013;364;Iran;IRN;630,00;Iran 2013;IRN13;0,50
364,00;Iran (Islamic Republic of);2014;364;Iran;IRN;630,00;Iran 2014;IRN14;1,00
364,00;Iran (Islamic Republic of);2015;364;Iran;IRN;630,00;Iran 2015;IRN15;0,80
364,00;Iran (Islamic Republic of);2016;364;Iran;IRN;630,00;Iran 2016;IRN16;0,80
364,00;Iran (Islamic Republic of);2017;364;Iran;IRN;630,00;Iran 2017;IRN17;0,70
364,00;Iran (Islamic Republic of);2018;364;Iran;IRN;630,00;Iran 2018;IRN18;0,90
364,00;Iran (Islamic Republic of);2019;364;Iran;IRN;630,00;Iran 2019;IRN19;1,20
364,00;Iran (Islamic Republic of);2020;364;Iran;IRN;630,00;Iran 2020;IRN20;1,30
364,00;Iran (Islamic Republic of);2021;364;Iran;IRN;630,00;Iran 2021;IRN21;1,10
364,00;Iran (Islamic Republic of);2022;364;Iran;IRN;630,00;Iran 2022;IRN22;0,80
368,00;Iraq;2006;368;Iraq;IRQ;645,00;Iraq 2006;IRQ06;0,30
368,00;Iraq;2012;368;Iraq;IRQ;645,00;Iraq 2012;IRQ12;0,40
372,00;Ireland;1987;372;Ireland;IRL;205,00;Ireland 1987;IRL87;0,70
372,00;Ireland;1994;372;Ireland;IRL;205,00;Ireland 1994;IRL94;0,30
372,00;Ireland;1995;372;Ireland;IRL;205,00;Ireland 1995;IRL95;0,30
372,00;Ireland;1996;372;Ireland;IRL;205,00;Ireland 1996;IRL96;0,10
372,00;Ireland;2000;372;Ireland;IRL;205,00;Ireland 2000;IRL00;0,10
372,00;Ireland;2002;372;Ireland;IRL;205,00;Ireland 2002;IRL02;0,20
372,00;Ireland;2003;372;Ireland;IRL;205,00;Ireland 2003;IRL03;0,10
372,00;Ireland;2004;372;Ireland;IRL;205,00;Ireland 2004;IRL04;0,00
372,00;Ireland;2005;372;Ireland;IRL;205,00;Ireland 2005;IRL05;0,00
372,00;Ireland;2006;372;Ireland;IRL;205,00;Ireland 2006;IRL06;0,20
372,00;Ireland;2007;372;Ireland;IRL;205,00;Ireland 2007;IRL07;0,10
372,00;Ireland;2008;372;Ireland;IRL;205,00;Ireland 2008;IRL08;0,20
372,00;Ireland;2009;372;Ireland;IRL;205,00;Ireland 2009;IRL09;0,40
372,00;Ireland;2010;372;Ireland;IRL;205,00;Ireland 2010;IRL10;0,50
372,00;Ireland;2011;372;Ireland;IRL;205,00;Ireland 2011;IRL11;0,50
372,00;Ireland;2012;372;Ireland;IRL;205,00;Ireland 2012;IRL12;0,30
372,00;Ireland;2013;372;Ireland;IRL;205,00;Ireland 2013;IRL13;0,60
372,00;Ireland;2014;372;Ireland;IRL;205,00;Ireland 2014;IRL14;0,40
372,00;Ireland;2015;372;Ireland;IRL;205,00;Ireland 2015;IRL15;0,30
372,00;Ireland;2016;372;Ireland;IRL;205,00;Ireland 2016;IRL16;0,20
372,00;Ireland;2017;372;Ireland;IRL;205,00;Ireland 2017;IRL17;0,20
372,00;Ireland;2018;372;Ireland;IRL;205,00;Ireland 2018;IRL18;0,00
372,00;Ireland;2019;372;Ireland;IRL;205,00;Ireland 2019;IRL19;0,10
372,00;Ireland;2020;372;Ireland;IRL;205,00;Ireland 2020;IRL20;0,10
372,00;Ireland;2021;372;Ireland;IRL;205,00;Ireland 2021;IRL21;0,10
376,00;Israel;1979;376;Israel;ISR;666,00;Israel 1979;ISR79;0,20
376,00;Israel;1986;376;Israel;ISR;666,00;Israel 1986;ISR86;0,30
376,00;Israel;1992;376;Israel;ISR;666,00;Israel 1992;ISR92;0,10
376,00;Israel;1997;376;Israel;ISR;666,00;Israel 1997;ISR97;0,40
376,00;Israel;2001;376;Israel;ISR;666,00;Israel 2001;ISR01;0,20
376,00;Israel;2002;376;Israel;ISR;666,00;Israel 2002;ISR02;0,60
376,00;Israel;2003;376;Israel;ISR;666,00;Israel 2003;ISR03;0,60
376,00;Israel;2004;376;Israel;ISR;666,00;Israel 2004;ISR04;0,60
376,00;Israel;2005;376;Israel;ISR;666,00;Israel 2005;ISR05;0,60
376,00;Israel;2006;376;Israel;ISR;666,00;Israel 2006;ISR06;0,30
376,00;Israel;2007;376;Israel;ISR;666,00;Israel 2007;ISR07;0,40
376,00;Israel;2008;376;Israel;ISR;666,00;Israel 2008;ISR08;0,50
376,00;Israel;2009;376;Israel;ISR;666,00;Israel 2009;ISR09;0,50
376,00;Israel;2010;376;Israel;ISR;666,00;Israel 2010;ISR10;0,40
376,00;Israel;2011;376;Israel;ISR;666,00;Israel 2011;ISR11;0,30
376,00;Israel;2012;376;Israel;ISR;666,00;Israel 2012;ISR12;0,50
376,00;Israel;2013;376;Israel;ISR;666,00;Israel 2013;ISR13;0,40
376,00;Israel;2014;376;Israel;ISR;666,00;Israel 2014;ISR14;0,40
376,00;Israel;2015;376;Israel;ISR;666,00;Israel 2015;ISR15;0,40
376,00;Israel;2016;376;Israel;ISR;666,00;Israel 2016;ISR16;0,30
376,00;Israel;2017;376;Israel;ISR;666,00;Israel 2017;ISR17;0,40
